split,filename,reading,position,digit,class_id,x_center,y_center,width,height,x0_px,y0_px,x1_px,y1_px,image_width,image_height,direction_rotation,annotation_source,review_status,transition_state,notes
train,meter_20260507.JPEG,2330,1,3,3,0.44306300,0.49278800,0.03128000,0.01259200,1293,1962,1387,2012,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260507.JPEG,2330,2,3,3,0.44306300,0.47580100,0.03128000,0.01600900,1293,1886,1387,1951,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260507.JPEG,2330,3,0,0,0.44306300,0.45844800,0.03128000,0.01335500,1293,1822,1387,1875,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260512.JPEG,2331,0,2,2,0.44767100,0.50957700,0.02651300,0.01602600,1314,2022,1394,2087,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260512.JPEG,2331,1,3,3,0.44741700,0.49011800,0.02600400,0.01678900,1314,1942,1392,2010,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260512.JPEG,2331,2,3,3,0.44741700,0.47195200,0.02600400,0.01479800,1314,1873,1392,1933,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260512.JPEG,2331,3,1,1,0.44792600,0.45406000,0.02702200,0.01564400,1314,1799,1395,1862,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260515.JPEG,2332,0,2,2,0.41066200,0.51396500,0.03999100,0.01907800,1181,2034,1302,2111,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260515.JPEG,2332,1,3,3,0.41117100,0.49008500,0.04100800,0.02181400,1181,1932,1305,2020,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260515.JPEG,2332,2,3,3,0.41135100,0.46531600,0.04136900,0.02098600,1181,1834,1306,1918,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260515.JPEG,2332,3,2,2,0.41135100,0.43975100,0.04136900,0.02251200,1181,1728,1306,1818,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260518.JPEG,2333,0,2,2,0.45130100,0.52388600,0.03526500,0.01678900,1311,2078,1418,2146,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260518.JPEG,2333,1,3,3,0.45130100,0.50118300,0.03526500,0.01946000,1311,1982,1418,2060,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260518.JPEG,2333,2,3,3,0.45130100,0.47771700,0.03526500,0.01984100,1311,1886,1418,1966,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260518.JPEG,2333,3,3,3,0.45130100,0.45310600,0.03526500,0.02098600,1311,1785,1418,1869,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260521.JPEG,2334,0,2,2,0.40414400,0.49641300,0.04338700,0.02136800,1157,1958,1288,2045,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260521.JPEG,2334,1,3,3,0.40426500,0.47230100,0.04362800,0.02075300,1157,1862,1288,1946,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260521.JPEG,2334,2,3,3,0.40414400,0.44598900,0.04338700,0.02201400,1157,1754,1288,1843,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260521.JPEG,2334,3,4,4,0.40324700,0.42067300,0.04159300,0.02022300,1157,1655,1282,1737,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260524.JPEG,2335,0,2,2,0.43143300,0.52060100,0.04115200,0.02278600,1242,2053,1367,2145,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260524.JPEG,2335,1,3,3,0.43112300,0.49309300,0.04053200,0.02385900,1242,1940,1365,2036,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260524.JPEG,2335,2,3,3,0.43329300,0.46712200,0.04487300,0.02185600,1242,1839,1378,1927,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260524.JPEG,2335,3,5,5,0.43474700,0.43922100,0.04778100,0.02557700,1242,1719,1387,1823,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260603.JPEG,2336,0,2,2,0.41237500,0.51167600,0.04572300,0.02365700,1178,2015,1316,2111,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260603.JPEG,2336,1,3,3,0.41288300,0.48248600,0.04674100,0.02480200,1178,1895,1319,1995,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260603.JPEG,2336,2,3,3,0.41262900,0.45463200,0.04623200,0.02556500,1178,1782,1318,1885,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260603.JPEG,2336,3,6,6,0.41423400,0.42334400,0.04944200,0.02556500,1178,1655,1327,1758,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260606.JPEG,2337,0,2,2,0.43634100,0.51396500,0.05070000,0.02518300,1243,2022,1396,2123,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260606.JPEG,2337,1,3,3,0.43659600,0.48281500,0.05120800,0.02872300,1243,1889,1398,2005,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260606.JPEG,2337,2,3,3,0.43710400,0.45062600,0.05222600,0.02823600,1243,1760,1401,1874,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260606.JPEG,2337,3,7,7,0.43786800,0.42010100,0.05375200,0.02747300,1243,1638,1405,1749,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260610.JPEG,2338,0,2,2,0.44353500,0.57911700,0.06641400,0.03182900,1241,2271,1442,2399,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260610.JPEG,2338,1,3,3,0.44325900,0.53612800,0.06586300,0.03678900,1241,2088,1440,2236,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260610.JPEG,2338,2,3,3,0.44298300,0.49479200,0.06531200,0.03678900,1241,1921,1438,2069,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260610.JPEG,2338,3,8,8,0.44298300,0.45428200,0.06531200,0.03430900,1241,1762,1438,1901,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260612.JPEG,2339,0,2,2,0.42948400,0.54491700,0.05947300,0.02545400,1209,2146,1389,2248,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260612.JPEG,2339,1,3,3,0.42948400,0.51104300,0.05947300,0.02897900,1209,2002,1389,2119,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260612.JPEG,2339,2,3,3,0.42922300,0.47540700,0.05895100,0.02819500,1209,1860,1387,1974,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260612.JPEG,2339,3,9,9,0.42948400,0.43977100,0.05947300,0.03132800,1209,1710,1389,1836,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260628.JPEG,2345,0,2,2,0.43235900,0.54152700,0.05542100,0.02650700,1224,2130,1391,2237,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260628.JPEG,2345,1,3,3,0.43204900,0.50525500,0.05480100,0.03208700,1224,1973,1389,2102,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260628.JPEG,2345,2,4,4,0.43297900,0.47084300,0.05666200,0.03022700,1224,1838,1395,1959,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260628.JPEG,2345,3,5,5,0.43030800,0.43271000,0.06200400,0.03301700,1208,1678,1395,1811,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260719.JPEG,2346,0,2,2,0.39571200,0.56414100,0.05361000,0.02938000,1116,2215,1278,2334,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260719.JPEG,2346,1,3,3,0.39622200,0.53158900,0.05462900,0.02885500,1116,2085,1281,2202,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260719.JPEG,2346,2,4,4,0.39622200,0.49474000,0.05462900,0.03099400,1116,1932,1281,2057,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260719.JPEG,2346,3,6,6,0.39530000,0.46092800,0.05647300,0.02976200,1110,1798,1281,1918,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260721.JPEG,2347,0,2,2,0.41614800,0.54945100,0.06392700,0.02823600,1162,2158,1355,2272,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260721.JPEG,2347,1,3,3,0.41614800,0.51224800,0.06392700,0.03395900,1162,1997,1355,2134,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260721.JPEG,2347,2,4,4,0.41614800,0.47390100,0.06392700,0.03052500,1162,1849,1355,1972,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260721.JPEG,2347,3,7,7,0.41471000,0.43498200,0.06680300,0.03510400,1153,1683,1355,1825,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260724.JPEG,2348,0,2,2,0.38988100,0.53743100,0.06250000,0.02785400,1085,2111,1274,2223,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260724.JPEG,2348,1,3,3,0.38988100,0.50272900,0.06250000,0.03010300,1085,1966,1274,2088,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260724.JPEG,2348,2,4,4,0.38988100,0.46722400,0.06250000,0.02785400,1085,1828,1274,1940,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260724.JPEG,2348,3,8,8,0.38988100,0.43173800,0.06250000,0.02938000,1085,1682,1274,1800,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260803.JPEG,2349,0,2,2,0.41253600,0.54234100,0.08194300,0.04358700,1124,2099,1371,2275,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260803.JPEG,2349,1,3,3,0.41199700,0.49359900,0.08634300,0.04393500,1115,1902,1376,2079,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260803.JPEG,2349,2,4,4,0.41253600,0.44396000,0.08194300,0.04607700,1124,1697,1371,1883,3024,4032,90,human-makesense,reviewed,unknown,
train,meter_20260803.JPEG,2349,3,9,9,0.41282700,0.39477000,0.08252400,0.04234100,1124,1506,1373,1677,3024,4032,90,human-makesense,reviewed,unknown,
